loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defectd
916,10,0.13,2.3,7,45,4,2,0.6,105,8,9,232,11,64,211,28,52,125,76,9,0
364,35,0.46,6,5,31,10,2,0.8,82,6,10,225,33,66,384,29,46,128,79,12,0
448,22,0.29,3.4,4,48,5,4,0.6,97,10,9,144,28,22,131,28,44,128,84,14,0
386,50,0.1,5.2,6,96,5,3,0.9,88,7,7,223,21,97,423,30,32,103,84,19,0
710,29,0.25,4.8,2,74,6,4,0.9,61,8,10,140,26,40,115,19,60,148,92,18,0
818,30,0.31,2.5,3,110,5,5,0.8,124,9,10,275,25,40,261,16,36,135,60,12,0
382,46,0.37,2.9,2,72,10,4,0.6,67,14,7,295,17,45,444,20,53,107,72,5,0
669,15,0.46,5.9,6,43,8,4,0.6,89,14,7,102,10,24,310,20,43,115,69,13,0
110,17,0.14,2.8,5,62,6,3,0.8,61,8,7,329,39,68,252,28,36,137,88,7,0
629,20,0.41,5.7,6,60,8,3,0.6,70,15,6,167,13,51,100,26,41,147,63,9,0
295,25,0.18,5.2,7,97,6,5,0.6,113,15,10,385,16,73,129,34,26,150,87,11,0
187,43,0.16,3,7,116,7,3,0.6,50,15,8,397,26,24,194,34,40,62,52,12,0
347,18,0.14,3.9,2,49,7,4,0.6,92,12,10,343,17,58,411,28,45,99,95,15,0
837,48,0.19,5.4,5,71,4,3,0.8,131,7,6,381,18,32,351,29,25,118,44,19,0
516,36,0.43,3.3,4,117,5,4,0.6,53,11,5,260,38,57,482,35,27,133,88,5,0
600,30,0.21,4.3,2,72,9,5,0.8,140,14,7,253,42,58,164,16,44,149,59,10,0
668,38,0.31,5,5,48,9,3,0.7,71,14,9,178,11,94,327,18,42,76,43,11,0
876,40,0.32,2.2,2,31,10,4,0.5,135,10,5,226,46,41,333,27,48,125,79,10,0
346,18,0.37,4.8,4,61,8,5,0.6,83,6,8,248,40,25,465,19,34,73,90,9,0
807,26,0.48,5.3,5,53,7,3,0.5,142,14,6,330,20,24,460,23,46,144,70,17,0
587,21,0.47,3,2,116,10,3,0.8,40,15,10,257,42,58,396,21,51,80,64,12,0
761,47,0.46,4.7,4,99,9,3,0.9,58,6,10,283,16,49,489,30,50,100,84,15,0
828,30,0.47,4.4,6,82,4,4,0.9,79,8,5,351,12,65,419,28,41,83,67,19,0
602,28,0.49,5,2,73,4,3,0.9,108,7,9,195,48,81,125,16,48,60,90,14,0
558,22,0.45,3.5,2,102,8,4,0.8,150,5,5,231,13,49,145,25,60,63,87,19,0
911,15,0.16,5.1,2,45,6,2,1,124,10,10,350,34,92,472,16,54,138,65,18,0
117,36,0.5,4,3,98,10,3,0.9,133,13,9,172,21,40,418,19,27,72,94,16,0
195,33,0.31,3.4,4,45,9,3,0.8,143,10,6,153,10,62,185,24,44,64,53,10,0
401,21,0.33,3.7,2,102,9,5,0.7,83,8,6,308,25,48,397,24,31,127,43,16,1
326,35,0.48,5.9,3,97,8,5,0.5,150,12,9,324,20,74,466,28,44,93,83,18,1
514,34,0.27,5.5,7,34,5,4,0.6,80,9,5,349,40,47,339,34,59,105,78,11,1
808,46,0.34,4.7,3,74,10,5,1,140,13,7,386,23,95,489,21,46,99,65,6,1
349,24,0.42,5.7,2,53,9,2,0.8,136,10,9,182,13,42,294,22,46,87,73,14,1
413,11,0.21,4.2,5,97,8,3,0.8,62,13,7,212,37,40,145,28,38,100,51,17,1
779,11,0.2,5.3,2,56,7,3,0.6,83,5,8,348,25,86,299,27,29,93,61,10,1
695,45,0.19,2.6,2,107,4,4,0.9,90,9,6,208,26,74,480,32,35,73,65,10,1
477,49,0.39,5.4,4,35,6,5,1,105,13,8,197,27,43,263,30,35,82,46,20,1
584,50,0.41,6,2,73,10,2,0.7,97,7,8,182,25,90,254,34,55,130,44,19,1
666,24,0.11,2.9,3,54,6,3,0.9,128,15,8,191,37,89,319,23,52,138,91,18,1
643,15,0.26,4.5,5,31,5,5,0.6,142,12,10,179,19,61,221,26,51,147,83,14,1
452,39,0.25,2.6,3,85,8,2,0.5,120,11,9,286,46,88,243,30,42,107,42,7,1
535,22,0.31,3.3,6,92,7,4,0.5,46,15,8,154,47,62,283,25,42,63,82,12,1
863,26,0.47,5.8,6,58,8,5,0.6,107,9,9,216,12,48,128,24,55,120,41,9,1
663,20,0.45,3.4,6,31,7,5,1,108,7,9,340,22,54,203,22,55,115,80,17,1
438,13,0.15,3.8,5,115,7,4,0.8,45,8,8,373,47,97,367,28,35,115,58,5,1
460,35,0.38,3.1,6,99,4,3,1,90,15,8,106,28,58,230,16,57,132,48,9,1
819,49,0.46,5.3,3,58,5,3,0.8,129,8,5,82,44,85,195,24,44,95,99,16,1
564,37,0.19,4.8,7,36,9,3,0.6,146,11,7,90,17,55,473,16,32,75,67,16,1
377,48,0.38,2.7,3,59,10,2,0.9,66,14,9,130,16,31,274,28,46,149,48,9,1
413,26,0.48,4.2,2,101,8,3,0.7,84,8,5,384,15,44,339,21,45,75,58,18,1
357,19,0.15,5.5,3,97,7,2,0.8,149,14,10,94,20,60,458,30,54,113,66,18,1
336,15,0.29,4.5,2,67,7,2,0.6,147,5,6,375,46,38,400,19,46,61,81,7,1
223,33,0.46,5.4,6,32,7,4,0.6,101,14,10,185,40,95,316,25,56,102,96,8,1
838,20,0.33,5.6,5,43,7,2,0.6,140,6,8,365,37,75,282,24,32,62,40,6,1
297,46,0.4,5.3,2,85,5,3,0.8,58,9,9,322,26,73,182,18,32,111,81,16,1
423,17,0.15,5.3,4,111,4,3,0.9,141,12,8,288,10,55,476,17,58,144,90,15,1
222,10,0.31,5.5,7,90,9,4,0.8,114,7,6,122,39,30,298,20,31,71,46,12,1
860,43,0.32,5.6,7,89,10,3,0.7,104,5,9,238,18,56,108,25,48,133,76,5,1
648,37,0.19,5.6,6,81,5,2,0.5,145,5,9,317,12,68,338,26,54,136,78,18,1
880,39,0.15,2.4,6,105,6,3,1,120,13,6,177,31,79,372,21,57,68,69,12,1
806,41,0.46,4.8,4,48,6,3,0.8,116,5,7,186,16,59,469,27,26,95,67,19,1
289,17,0.3,2.7,3,119,9,5,0.9,110,14,8,173,31,33,157,17,45,74,76,6,1
296,24,0.34,2.8,4,118,6,3,0.7,58,6,6,144,44,32,216,19,26,129,48,12,1
321,23,0.45,5.2,2,38,7,4,0.7,45,7,7,111,33,89,185,22,35,92,94,10,1
856,22,0.2,2.5,5,104,10,4,0.6,141,10,9,284,24,29,378,18,51,119,73,16,1
595,27,0.32,4.2,6,112,4,3,0.8,84,12,10,182,23,65,344,31,58,132,56,18,1
383,28,0.24,2.9,5,45,6,4,0.7,79,8,7,194,14,69,354,20,47,111,50,18,1
841,41,0.32,4.4,5,32,9,2,0.9,51,12,10,373,30,90,462,27,53,68,78,17,1
703,34,0.2,3.4,6,72,5,2,0.6,70,15,9,392,28,71,287,22,39,137,62,6,1
878,18,0.23,2.4,6,31,10,3,0.9,99,13,6,271,15,34,330,28,52,131,57,18,1
637,37,0.15,2.8,7,92,4,2,0.6,149,7,6,195,46,61,312,28,55,110,77,14,1
711,23,0.17,5.1,5,42,6,4,0.7,134,6,5,223,26,46,405,32,42,142,61,17,1
389,48,0.27,3,6,104,9,5,0.8,148,5,5,133,28,59,195,21,56,70,100,12,1
202,23,0.44,2.9,4,88,5,3,0.9,62,10,9,83,36,52,155,26,48,95,64,5,1
952,28,0.18,3.3,3,34,9,3,0.6,109,11,9,200,45,35,231,20,41,93,100,12,1
298,22,0.42,2.9,2,107,8,5,0.7,62,12,7,212,44,58,318,32,52,84,85,16,1
403,36,0.19,2.2,2,75,9,5,0.7,118,8,7,262,15,50,322,22,47,63,100,15,1
332,21,0.35,3,7,92,5,5,0.7,52,8,8,258,22,97,120,35,36,70,52,7,1
469,36,0.31,5.6,2,67,9,4,0.8,62,13,7,256,12,98,242,28,59,123,63,5,1
283,19,0.35,5.2,4,69,6,3,0.6,96,5,8,108,16,76,271,15,57,117,96,11,1
409,11,0.13,4.4,2,74,8,5,0.7,50,11,8,134,10,36,120,30,59,114,86,17,1
114,28,0.39,4.1,4,120,10,4,0.6,91,11,9,214,12,98,415,32,60,76,95,8,1
825,26,0.32,4.9,4,65,10,5,1,76,10,5,252,43,47,481,24,26,109,42,18,1
646,25,0.4,5.1,3,33,9,4,0.9,69,7,5,184,24,60,314,22,57,132,98,10,1
229,49,0.23,4.5,4,85,8,2,0.7,54,10,8,108,13,68,443,22,58,119,40,6,1
380,38,0.17,4.6,5,105,10,5,0.7,120,11,9,328,43,76,237,24,42,88,54,8,1
146,25,0.21,3.7,2,44,8,4,0.7,91,12,6,191,36,75,471,24,34,79,70,10,1
155,33,0.44,4.6,7,69,9,2,0.6,119,5,9,106,44,89,300,32,56,78,98,10,1
666,47,0.11,3.4,5,61,10,3,1,82,10,10,95,48,55,316,32,38,132,53,15,1
399,39,0.41,5.2,3,95,6,4,0.9,143,10,6,169,46,25,209,17,26,77,57,11,1
814,15,0.41,4.2,5,88,5,4,0.7,122,8,8,148,13,46,476,26,26,137,75,6,1
229,10,0.41,2.5,3,85,4,4,0.8,110,9,9,383,25,81,477,27,26,139,100,16,1
753,40,0.38,3.1,3,90,5,4,1,47,8,9,81,36,30,451,32,34,84,93,20,1
989,18,0.45,4.9,7,56,10,3,0.8,47,10,10,107,23,54,316,30,45,67,94,11,1
870,30,0.39,4.2,6,100,4,3,0.9,140,8,9,305,50,30,464,15,51,68,82,18,1
602,35,0.13,5,5,112,4,5,0.9,92,10,9,305,39,83,424,26,56,83,86,7,1
205,23,0.17,4.4,2,69,8,5,0.8,106,11,7,204,11,92,366,31,35,84,85,6,1
993,34,0.4,2.7,7,61,10,5,0.9,73,10,5,325,23,22,301,27,56,135,61,5,1
112,37,0.35,2.4,4,44,6,3,0.5,49,5,7,301,36,83,276,25,34,142,48,7,1
687,48,0.13,3.9,6,118,8,5,1,137,7,7,247,15,44,150,23,36,118,44,5,1
391,26,0.38,5.1,4,111,4,4,0.7,127,11,10,271,37,53,384,29,32,66,61,5,1
580,14,0.29,2.8,3,70,6,4,0.8,49,12,5,268,19,84,323,18,30,94,98,11,1
590,16,0.42,4.6,6,77,4,3,0.6,143,6,9,98,19,70,456,18,28,79,60,7,1
551,45,0.28,5,7,82,10,3,0.9,94,10,8,227,24,38,210,29,37,139,67,17,1
448,13,0.46,2.4,4,93,4,2,0.8,44,8,7,236,31,48,358,27,55,116,100,16,1
288,13,0.36,3.6,7,84,10,5,0.9,61,9,8,281,46,45,156,34,26,143,93,14,1
152,31,0.12,2.3,6,107,5,2,1,120,10,10,174,25,89,356,30,44,92,42,15,1
358,25,0.35,5.5,7,70,6,5,0.7,46,10,9,168,37,86,344,22,25,103,74,17,1
982,40,0.49,2.9,6,106,4,5,0.9,150,12,5,86,35,88,216,30,41,91,90,7,1
589,32,0.11,4.5,4,89,9,5,0.9,149,9,8,178,19,83,430,17,51,148,82,14,1
216,48,0.16,2.8,5,109,7,3,0.9,135,5,10,284,46,25,107,21,44,145,89,6,1
941,48,0.24,3.7,4,50,4,3,0.6,48,9,9,388,23,58,162,16,25,138,52,11,1
166,12,0.25,2.1,7,102,5,4,0.9,61,9,5,387,46,27,208,24,42,108,51,16,1
510,10,0.15,4.8,5,78,7,3,0.9,58,14,8,382,49,75,363,34,48,147,48,8,1
603,26,0.47,2.5,7,53,9,2,0.6,53,14,6,251,50,28,304,35,53,71,98,16,1
175,42,0.36,4.6,5,82,6,2,0.5,136,7,6,322,45,22,118,26,37,115,77,8,1
690,49,0.4,4.8,3,59,5,2,0.8,57,12,5,257,41,40,221,18,58,73,86,5,1
744,34,0.2,5.9,5,51,5,4,0.6,85,6,7,205,27,97,349,16,27,72,95,14,1
802,29,0.13,4.8,7,90,10,4,0.9,109,6,10,344,10,89,411,24,55,91,72,6,1
154,35,0.43,2.7,6,57,7,2,1,140,5,5,102,50,42,431,19,25,114,59,12,1
255,33,0.34,2.5,6,51,9,5,0.9,79,15,7,171,44,28,489,15,56,94,73,14,1
252,18,0.33,2.7,3,63,5,3,0.6,140,13,5,391,11,82,235,31,31,73,90,17,1
930,45,0.29,2.7,6,59,5,4,0.9,142,8,7,379,18,76,237,34,56,144,59,12,1
676,12,0.3,5.4,3,92,4,5,0.7,102,12,6,383,12,81,204,27,59,64,66,16,1
411,47,0.46,3.1,2,35,5,5,0.9,138,14,7,133,42,75,343,19,45,65,66,11,1
187,21,0.13,4.8,4,54,6,2,1,59,5,7,175,31,98,314,34,32,125,86,13,1
354,26,0.17,4.1,4,116,10,4,0.9,70,13,9,91,21,61,320,20,41,61,46,20,1
221,20,0.41,5.2,5,111,9,4,0.8,107,12,5,146,33,75,178,32,31,77,59,14,1
671,42,0.3,4.9,5,108,5,2,0.7,98,14,6,347,28,55,298,29,41,136,94,14,1
882,41,0.42,5.2,6,40,6,2,0.6,143,15,8,106,30,52,410,35,27,136,82,10,1
526,31,0.23,2.2,5,103,4,4,1,79,13,5,162,37,81,366,15,49,144,57,13,1
720,39,0.29,4.7,7,115,6,2,0.9,105,5,6,116,43,97,406,32,31,141,70,12,1
710,18,0.3,3,6,35,9,5,0.8,150,9,8,197,28,44,320,18,53,133,43,18,1
909,15,0.29,4.9,7,71,7,4,0.6,76,6,9,168,39,95,330,31,30,147,90,13,1
733,30,0.12,3.7,6,82,4,4,0.8,104,15,9,286,48,76,464,26,41,132,93,12,1
331,43,0.12,3.2,3,81,10,5,0.8,113,13,10,220,48,23,188,31,33,120,71,5,1
894,37,0.36,2.1,5,71,8,5,0.6,128,11,10,83,16,69,185,21,47,83,80,5,1
635,19,0.45,5.6,5,117,8,4,0.8,69,10,6,120,40,49,418,26,44,96,41,9,1
489,26,0.25,2.4,5,43,7,2,0.8,137,11,5,134,20,67,307,18,58,121,91,11,1
561,17,0.35,5.2,2,63,10,3,0.8,122,12,5,281,39,69,261,22,54,138,62,19,1
553,30,0.14,3.2,5,38,10,5,0.6,92,8,7,293,43,72,110,34,34,148,53,7,1
404,12,0.39,2.7,4,117,7,5,1,113,13,9,151,11,25,447,30,55,62,41,17,1
980,18,0.21,5,7,59,5,4,0.6,104,10,6,343,21,72,240,24,40,147,81,18,1
702,41,0.16,4.2,7,69,10,2,0.7,41,11,5,396,39,52,366,18,55,127,96,15,1
539,27,0.25,5.4,2,54,4,5,0.9,129,9,9,157,20,26,373,26,35,135,59,15,1
412,33,0.15,2.6,2,32,10,4,0.8,56,15,6,306,26,53,262,18,47,73,73,9,1
682,37,0.27,5.9,4,87,7,3,0.5,61,13,7,373,14,34,385,30,33,74,67,20,1
735,28,0.42,2.1,6,80,10,4,1,83,13,8,203,47,64,310,30,41,71,62,14,1
161,26,0.3,4.8,3,96,7,2,1,45,5,7,111,43,47,382,35,54,112,50,8,1
724,49,0.5,3,6,113,8,3,0.6,112,5,7,356,39,74,467,32,38,82,58,12,1
857,26,0.25,5.3,4,59,10,3,0.9,53,6,5,127,33,65,295,19,58,77,70,18,1
201,43,0.12,3.5,7,49,9,4,0.9,67,15,9,263,34,96,296,29,25,88,84,16,1
881,30,0.22,4.8,7,103,10,4,0.8,87,7,5,247,19,23,174,34,50,124,79,5,1
312,37,0.17,3.2,6,94,9,5,0.8,124,10,7,261,19,57,252,33,53,72,43,11,1
740,20,0.33,3.6,2,86,9,3,0.8,133,8,8,96,31,99,477,35,38,101,88,19,1
316,30,0.39,4.8,4,79,6,3,0.5,99,14,9,319,37,22,145,35,60,72,57,8,1
370,41,0.32,5.8,2,118,9,3,0.5,130,5,10,364,40,80,191,30,41,72,63,16,1
776,19,0.12,2.5,4,100,5,4,0.6,124,10,7,297,25,99,132,19,45,75,63,10,1
183,45,0.29,4.9,3,40,9,4,0.6,111,8,10,129,29,33,199,35,29,90,51,14,1
260,50,0.26,3.7,6,112,8,5,0.6,139,7,10,207,18,66,256,21,47,145,61,9,1
345,38,0.2,2.3,2,111,5,4,0.6,51,6,5,104,15,58,125,31,30,144,70,10,1
277,13,0.34,3.3,3,85,4,2,1,67,10,8,351,27,40,232,19,47,65,71,6,1
665,22,0.35,6,4,34,4,4,0.8,100,14,10,247,19,61,282,18,58,88,58,13,1
176,19,0.28,2,5,75,10,3,0.5,129,11,5,342,34,28,235,34,40,131,91,5,1
260,13,0.24,5.2,7,110,4,3,0.8,74,8,10,264,40,84,252,31,28,90,40,14,1
102,24,0.5,3.1,2,41,7,3,0.7,63,11,7,90,41,96,278,35,49,67,70,19,1
518,21,0.41,3.2,3,104,5,2,0.7,143,5,5,107,28,76,233,22,37,90,94,6,1
561,12,0.41,3.4,6,43,7,4,0.8,145,9,7,139,43,34,280,30,55,145,99,18,1
805,40,0.48,4.5,4,90,6,5,0.8,53,5,9,308,38,57,352,27,41,61,79,5,1
708,26,0.44,4.5,6,30,8,5,0.7,78,7,5,298,16,96,143,33,43,129,59,16,1
581,20,0.31,2.3,7,50,10,2,0.6,140,9,10,374,14,76,259,24,33,94,77,20,1
398,39,0.15,2.8,5,117,5,4,0.6,50,10,7,167,11,79,464,27,47,122,60,12,1
133,37,0.12,2.2,6,64,4,5,1,80,6,8,96,30,81,472,22,52,85,61,13,1
337,17,0.42,3.2,7,53,9,5,0.6,136,12,7,378,40,95,115,21,29,78,81,20,1
395,41,0.47,4.5,5,60,6,5,0.9,100,6,8,397,38,37,485,26,39,72,56,16,1
823,12,0.45,3.2,5,84,4,4,0.6,42,14,6,102,25,95,368,19,51,112,87,14,1
389,38,0.2,3.3,7,60,7,5,0.6,112,9,5,317,11,98,438,25,60,109,40,7,1
819,32,0.31,2.4,2,86,10,2,0.8,117,14,5,160,42,68,222,23,44,97,47,12,1
980,45,0.46,4.5,6,62,6,3,0.6,87,9,9,315,33,29,323,23,55,142,50,11,1
564,41,0.47,2.2,5,114,4,4,0.6,56,10,8,359,45,50,375,21,55,88,63,5,1
172,39,0.4,5.6,3,57,9,3,0.7,150,7,6,80,20,31,244,16,31,75,65,16,1
803,41,0.2,2.7,4,89,7,3,0.7,55,13,9,399,27,50,433,33,47,112,71,5,1
339,17,0.39,5.4,4,61,9,4,0.8,47,8,10,86,24,83,198,20,45,97,47,19,1
370,19,0.48,4.7,7,98,8,4,0.7,136,6,9,340,12,30,330,28,38,150,43,6,1
906,17,0.36,5.3,5,35,7,2,1,74,10,7,265,30,26,164,31,25,99,81,19,1
910,32,0.32,2.3,5,38,5,4,0.8,91,8,6,152,33,92,182,23,42,126,85,9,1
740,15,0.29,4.6,2,57,4,5,1,142,8,7,254,42,35,384,30,27,83,52,6,1
703,23,0.45,3.3,5,39,5,5,1,40,13,9,369,15,27,385,22,35,75,78,6,1
777,28,0.2,3.3,4,97,5,5,0.6,83,14,8,227,43,80,163,16,33,80,100,19,0
923,21,0.18,3.1,2,63,6,3,0.7,119,11,9,290,35,61,139,30,39,116,74,6,0
302,20,0.39,5,3,54,9,3,0.8,108,5,10,181,22,68,306,24,38,126,98,13,0
535,42,0.18,4.4,2,66,4,4,0.8,115,6,5,98,42,39,229,35,57,131,71,10,0
217,27,0.36,2.7,2,39,9,3,0.5,112,15,6,351,18,54,398,31,31,104,69,9,0
657,46,0.26,4.5,2,54,10,2,1,60,5,7,373,33,42,227,21,51,98,87,20,0
330,47,0.2,2.7,6,74,9,4,0.6,91,10,8,299,28,79,265,20,35,72,72,7,0
763,23,0.37,3.9,4,116,6,3,0.7,55,7,7,236,22,64,114,23,32,95,68,18,0
252,47,0.16,4.8,3,91,8,5,0.5,54,13,5,303,35,24,188,34,43,72,79,14,0
372,10,0.26,3.7,5,45,7,3,0.6,43,7,5,373,32,40,232,30,53,91,90,5,0
946,43,0.37,4.7,3,85,10,4,0.8,126,7,8,273,46,57,491,34,54,121,91,20,0
245,46,0.39,6,7,101,4,3,0.8,78,12,9,174,40,95,145,22,39,145,42,16,0
173,21,0.31,4.4,3,48,8,2,0.9,146,15,9,227,33,88,232,20,56,102,53,7,0
161,36,0.36,5.1,5,82,7,3,0.9,77,10,9,176,17,81,337,30,41,96,94,18,0
269,14,0.37,4.3,4,45,9,2,0.6,133,8,8,221,10,24,319,21,36,102,87,5,0
911,25,0.22,2.9,7,38,9,2,0.8,102,9,5,136,40,39,211,31,31,148,40,5,0
414,41,0.22,4.1,4,43,9,5,0.7,135,14,8,201,33,20,466,34,44,147,78,15,0
709,16,0.11,2.4,2,66,6,5,0.6,125,10,8,215,34,85,253,30,56,87,76,8,0
866,31,0.45,3,6,89,4,5,0.6,92,13,10,397,18,60,141,16,40,145,94,19,0
944,11,0.4,5.3,2,78,8,4,0.8,125,15,9,368,35,87,396,19,25,118,41,10,0
682,28,0.15,4.5,3,51,7,4,0.8,129,12,10,390,49,100,120,21,39,64,46,18,0
395,17,0.39,4.2,4,33,7,5,0.7,143,10,7,154,20,36,436,26,43,60,43,18,0
549,35,0.44,5,4,86,5,5,0.7,144,11,5,251,18,76,376,27,51,142,80,17,0
227,33,0.27,4.4,6,56,7,5,0.9,53,12,6,263,34,96,173,25,38,86,68,18,0
579,47,0.14,2.1,4,62,4,3,0.6,129,9,5,229,45,47,314,33,31,122,78,9,0
805,16,0.48,4.5,2,89,6,3,0.9,144,15,10,380,29,54,442,34,36,80,84,10,0
411,30,0.2,2.9,6,98,6,2,0.7,76,9,5,261,19,73,370,22,53,146,53,8,0
816,19,0.28,5.2,4,91,7,5,0.5,113,15,7,372,11,60,180,29,32,82,42,13,0
512,11,0.12,2.5,6,59,4,2,0.9,139,8,10,269,48,75,496,26,59,119,63,18,0
378,15,0.26,4.6,7,74,7,2,0.5,74,11,9,170,19,59,495,33,40,102,44,15,0
612,39,0.48,5.4,3,69,6,2,0.8,65,8,10,367,21,30,374,26,37,107,85,12,0
652,40,0.35,3.2,4,45,9,5,0.5,77,7,7,395,15,39,118,17,46,88,74,6,0
605,39,0.16,3.5,5,65,8,4,0.7,41,7,10,159,24,42,279,33,56,119,66,15,0
548,50,0.48,4.7,4,71,9,4,1,84,10,6,126,37,31,234,19,26,85,83,20,0
182,27,0.25,4,3,74,7,2,0.8,47,5,6,300,13,71,409,23,46,98,51,18,0
712,48,0.22,2.8,4,83,10,3,0.6,50,8,7,330,31,64,475,23,39,149,69,13,0
140,10,0.45,3.6,3,69,8,5,0.7,69,7,10,149,40,45,164,26,53,62,68,8,0
542,31,0.17,2.8,4,87,7,5,0.8,144,9,5,146,49,49,103,25,32,77,53,20,0
852,12,0.42,3.2,7,54,5,2,0.8,138,11,9,205,39,72,450,28,38,141,56,6,0
430,49,0.39,4.1,3,38,10,5,0.8,138,12,10,235,49,45,320,18,33,94,40,7,0
718,38,0.25,4.4,5,113,10,2,0.6,93,12,7,95,20,26,177,22,37,133,67,7,0
356,30,0.32,5.8,5,42,10,2,0.5,104,13,9,171,40,99,265,19,33,61,76,12,0
126,46,0.17,3,7,80,5,4,0.8,52,6,5,360,13,62,448,32,56,148,72,13,0
193,18,0.18,3.9,6,95,7,3,0.7,146,12,7,314,18,82,411,26,43,92,95,7,0
334,23,0.45,2.4,4,98,8,5,0.7,117,15,10,381,24,84,164,24,52,74,83,10,0
790,13,0.39,5.8,2,71,6,4,0.9,79,15,6,264,41,62,157,18,45,141,60,20,0
956,28,0.37,4.1,5,105,9,2,1,149,8,8,314,50,52,237,21,49,131,54,17,0
981,30,0.29,3.7,7,52,10,4,0.6,126,7,8,177,18,33,374,33,27,82,81,10,0
689,13,0.22,4.4,5,81,7,4,0.5,138,7,6,297,49,51,440,31,28,76,52,8,0
701,14,0.42,4.9,7,81,7,2,0.7,124,11,8,202,30,86,437,24,45,149,44,17,0
121,45,0.45,4,4,59,4,2,0.8,87,10,9,313,22,86,458,35,30,82,91,19,0
883,48,0.31,5.1,4,90,9,4,1,98,12,8,240,26,80,159,18,40,72,86,18,0
788,34,0.48,3.4,5,111,7,4,1,142,6,8,389,23,24,124,28,30,89,89,13,0
941,15,0.31,3.2,3,32,4,2,0.7,80,6,9,371,20,46,126,16,44,63,41,15,0
375,35,0.47,3.1,5,31,5,2,0.7,143,9,6,246,19,25,421,28,46,112,83,8,0
690,26,0.11,4.9,4,99,4,5,0.5,72,6,10,192,11,60,232,20,52,60,45,7,0
141,21,0.19,2.7,6,112,8,4,0.6,129,13,7,148,26,48,221,16,54,91,60,5,0
881,25,0.14,5.8,7,96,8,3,0.7,129,12,9,218,39,45,440,35,54,135,86,19,0
874,35,0.2,5.8,7,107,8,5,0.8,86,8,7,275,36,49,209,18,48,115,56,8,0
279,15,0.38,4.2,4,64,5,2,0.6,61,9,8,276,24,91,182,20,31,80,97,11,0
581,11,0.31,3.4,7,58,10,4,0.8,68,12,7,362,49,93,380,29,25,72,97,11,0
631,23,0.43,3.8,7,100,9,3,0.7,80,12,8,381,27,35,451,26,40,62,91,11,0
767,20,0.21,2.8,3,54,9,3,0.7,87,12,9,285,27,36,352,16,33,82,64,8,0
552,34,0.39,5.3,4,35,10,5,0.6,136,13,6,332,33,31,275,25,33,72,69,14,0
384,35,0.15,2.1,2,45,8,4,0.9,105,9,7,275,39,21,209,24,53,136,95,12,0
285,28,0.34,5.4,3,68,10,2,0.6,117,7,9,117,19,57,153,29,45,144,45,6,0
699,19,0.38,2.7,3,100,4,4,0.7,99,11,8,190,45,95,357,31,30,150,55,19,0
546,17,0.37,5,4,115,7,4,0.6,56,10,8,288,20,59,466,15,27,63,54,17,0
750,29,0.24,4.2,7,76,7,2,1,114,14,9,122,34,21,470,21,51,64,45,19,0
933,41,0.22,5.6,6,90,9,3,1,143,12,6,314,17,50,419,31,33,62,43,15,0
603,37,0.36,4.1,4,94,9,3,0.8,80,14,7,196,42,36,292,30,45,74,76,13,0
193,29,0.5,4.5,5,43,7,4,0.8,86,13,8,288,36,55,368,24,47,97,41,7,0
581,48,0.22,3.5,5,81,4,3,0.9,40,9,10,369,40,89,398,21,60,68,98,5,0
456,18,0.18,3.1,6,77,9,5,0.9,84,8,7,289,47,99,270,21,28,128,53,9,0
518,32,0.19,5.9,7,85,10,2,0.5,144,11,9,252,35,20,336,34,34,61,100,13,0
441,16,0.49,3.9,2,31,10,2,0.6,86,7,7,210,41,26,139,25,38,104,70,11,0
428,33,0.43,4.5,2,96,7,2,0.7,58,5,5,108,49,62,427,29,52,148,71,7,0
786,42,0.18,2,7,97,9,3,0.8,75,6,6,182,20,70,453,15,26,88,75,10,0
207,22,0.31,4.3,5,36,4,4,1,48,12,7,244,41,43,281,27,56,119,50,8,0
978,41,0.33,5.2,4,116,4,5,0.6,52,6,6,300,18,64,252,31,54,77,91,18,0
264,38,0.45,4.4,3,63,5,4,0.8,40,15,8,343,32,72,384,16,35,64,49,16,0
437,34,0.15,5.8,3,38,5,3,1,106,6,6,314,46,31,138,23,26,107,68,17,0
521,40,0.39,3.1,5,95,9,2,0.8,102,6,5,233,46,40,389,24,46,134,100,10,0
810,27,0.42,2.8,6,117,7,2,0.7,122,9,6,148,42,22,466,15,32,108,53,19,0
607,46,0.42,4.4,7,109,8,2,0.5,150,7,5,395,28,99,466,35,30,117,84,14,0
395,48,0.14,5.4,3,34,10,2,0.8,51,8,7,119,48,80,209,23,31,75,40,10,0
778,37,0.38,3.9,6,115,7,4,0.7,81,5,5,151,45,47,261,27,44,134,74,16,0
510,15,0.28,3.3,4,46,10,3,0.7,79,13,8,377,34,44,311,34,33,76,47,17,0
933,37,0.29,3,6,66,5,4,0.7,41,6,9,182,10,42,181,17,46,77,55,16,0
878,33,0.45,2.5,7,66,9,5,0.8,140,13,7,88,15,28,382,21,43,63,67,10,0
663,49,0.15,4.2,5,81,6,2,0.8,146,8,7,229,41,78,100,17,54,143,64,18,0
137,21,0.12,2.8,4,53,6,2,0.7,118,15,6,181,40,54,455,33,55,104,59,6,0
